player,score
"['agent_NhatMinh', 'agent_Ann', 'phi', 'agent_Hieu_val']","[19, 14, 12, 8]"
"['agent_Ann', 'agent_NhatMinh', 'agent_Hieu_val', 'Trang9PM_1905']","[15, 15, 12, 10]"
"['agent_Hieu_val', 'Trangold', 'agent_Ann', 'agent_NhatMinh']","[16, 15, 13, 13]"
"['agent_Hieu_val', 'agent_NhatMinh', 'Viet_Anh', 'agent_Ann']","[15, 8, 6, 5]"
"['agent_Hieu_val', 'agent_Phong', 'agent_random', 'agent_Ann']","[15, 10, 5, 3]"
"['agent_Ann', 'agent_Phong', 'agent_Hieu_val', 'agent_Thu_Trang']","[19, 12, 11, 8]"
"['agent_Hieu_val', 'agent_Phong', 'agent_TongMinh', 'agent_Ann']","[15, 9, 8, 7]"
"['agent_Ann', 'agent_xung', 'agent_Phong', 'agent_Hieu_val']","[16, 9, 8, 7]"
"['agent_Ann', 'agent_Hieu_val', 'Dat', 'agent_Phong']","[15, 15, 14, 10]"
"['agent_Hieu_val', 'agent_Ann', 'agent_Phong', 'longlee']","[15, 12, 12, 1]"
"['agent_Ann', 'agent_Phong', 'agent_Hieu_val', 'phi']","[15, 10, 6, 2]"
"['agent_Ann', 'Trang9PM_1905', 'agent_Phong', 'agent_Hieu_val']","[15, 9, 8, 4]"
"['Trangold', 'agent_Ann', 'agent_Phong', 'agent_Hieu_val']","[16, 14, 11, 10]"
"['agent_Hieu_val', 'agent_Ann', 'agent_Phong', 'Viet_Anh']","[16, 11, 10, 7]"
"['agent_Ann', 'agent_Thu_Trang', 'agent_Hieu_val', 'agent_random']","[17, 13, 9, 0]"
"['agent_Ann', 'agent_Hieu_val', 'agent_TongMinh', 'agent_random']","[16, 5, 2, 0]"
"['agent_Hieu_val', 'agent_xung', 'agent_Ann', 'agent_random']","[15, 14, 12, 3]"
"['agent_Ann', 'agent_Hieu_val', 'Dat', 'agent_random']","[18, 16, 8, 7]"
"['agent_Hieu_val', 'agent_Ann', 'longlee', 'agent_random']","[16, 11, 6, 1]"
"['phi', 'agent_Hieu_val', 'agent_random', 'agent_Ann']","[15, 10, 8, 5]"
"['agent_Ann', 'Trang9PM_1905', 'agent_Hieu_val', 'agent_random']","[16, 10, 8, 1]"
"['agent_Hieu_val', 'agent_random', 'agent_Ann', 'Trangold']","[15, 5, 4, 4]"
"['agent_Ann', 'agent_Hieu_val', 'Viet_Anh', 'agent_random']","[18, 7, 4, 3]"
"['agent_Hieu_val', 'agent_Ann', 'agent_TongMinh', 'agent_Thu_Trang']","[16, 14, 11, 9]"
"['agent_Ann', 'agent_Thu_Trang', 'agent_xung', 'agent_Hieu_val']","[22, 11, 9, 7]"
"['agent_Ann', 'agent_Thu_Trang', 'agent_Hieu_val', 'Dat']","[20, 13, 5, 4]"
"['agent_Hieu_val', 'agent_Ann', 'agent_Thu_Trang', 'longlee']","[18, 11, 9, 6]"
"['agent_Ann', 'phi', 'agent_Thu_Trang', 'agent_Hieu_val']","[17, 14, 13, 8]"
"['agent_Ann', 'agent_Thu_Trang', 'Trang9PM_1905', 'agent_Hieu_val']","[18, 10, 10, 1]"
"['agent_Thu_Trang', 'agent_Hieu_val', 'agent_Ann', 'Trangold']","[16, 8, 1, 1]"
"['agent_Ann', 'agent_Thu_Trang', 'agent_Hieu_val', 'Viet_Anh']","[16, 9, 5, 5]"
"['agent_Ann', 'agent_Hieu_val', 'agent_TongMinh', 'agent_xung']","[15, 14, 12, 8]"
"['agent_Hieu_val', 'agent_Ann', 'agent_TongMinh', 'Dat']","[15, 14, 7, 1]"
"['agent_Hieu_val', 'agent_Ann', 'longlee', 'agent_TongMinh']","[15, 10, 9, 7]"
"['agent_TongMinh', 'agent_Hieu_val', 'agent_Ann', 'phi']","[15, 11, 10, 6]"
"['agent_TongMinh', 'agent_Ann', 'Trang9PM_1905', 'agent_Hieu_val']","[18, 11, 10, 9]"
"['agent_Ann', 'agent_TongMinh', 'Trangold', 'agent_Hieu_val']","[17, 16, 15, 13]"
"['agent_TongMinh', 'agent_Ann', 'agent_Hieu_val', 'Viet_Anh']","[15, 14, 12, 7]"
"['agent_Hieu_val', 'agent_xung', 'agent_Ann', 'Dat']","[15, 7, 5, 1]"
"['agent_Hieu_val', 'agent_Ann', 'agent_xung', 'longlee']","[17, 13, 10, 9]"
"['agent_Hieu_val', 'agent_Ann', 'agent_xung', 'phi']","[16, 11, 7, 5]"
"['agent_Ann', 'agent_xung', 'agent_Hieu_val', 'Trang9PM_1905']","[15, 12, 10, 7]"
"['agent_Ann', 'agent_Hieu_val', 'Trangold', 'agent_xung']","[17, 8, 8, 4]"
"['agent_Ann', 'agent_Hieu_val', 'Viet_Anh', 'agent_xung']","[16, 13, 11, 6]"
"['agent_Hieu_val', 'agent_Ann', 'Dat', 'longlee']","[16, 12, 12, 3]"
"['agent_Hieu_val', 'agent_Ann', 'Dat', 'phi']","[15, 9, 6, 6]"
"['agent_Ann', 'agent_Hieu_val', 'Trang9PM_1905', 'Dat']","[15, 10, 10, 3]"
"['agent_Hieu_val', 'agent_Ann', 'Trangold', 'Dat']","[18, 12, 11, 5]"
"['agent_Hieu_val', 'agent_Ann', 'Dat', 'Viet_Anh']","[16, 12, 8, 8]"
"['agent_Hieu_val', 'agent_Ann', 'longlee', 'phi']","[15, 10, 7, 7]"
"['agent_Ann', 'agent_Hieu_val', 'longlee', 'Trang9PM_1905']","[15, 14, 5, 1]"
"['agent_Hieu_val', 'agent_Ann', 'Trangold', 'longlee']","[15, 10, 8, 6]"
"['agent_Ann', 'agent_Hieu_val', 'Viet_Anh', 'longlee']","[15, 15, 15, 3]"
"['Trang9PM_1905', 'agent_Ann', 'agent_Hieu_val', 'phi']","[15, 8, 8, 6]"
"['Trangold', 'agent_Ann', 'phi', 'agent_Hieu_val']","[16, 9, 9, 4]"
"['agent_Ann', 'agent_Hieu_val', 'Viet_Anh', 'phi']","[18, 15, 14, 7]"
"['Trang9PM_1905', 'agent_Ann', 'agent_Hieu_val', 'Trangold']","[18, 14, 8, 6]"
"['agent_Ann', 'Trang9PM_1905', 'Viet_Anh', 'agent_Hieu_val']","[15, 10, 6, 5]"
"['Viet_Anh', 'Trangold', 'agent_Ann', 'agent_Hieu_val']","[17, 14, 10, 10]"
"['agent_Hoang', 'agent_Ann', 'agent_Hieuuu', 'agent_HungThom']","[17, 15, 10, 10]"
"['agent_Hieuuu', 'agent_Ann', 'agent_Hoang', 'agent_Khanh']","[16, 11, 11, 4]"
"['agent_MA', 'agent_Hieuuu', 'agent_Ann', 'agent_Hoang']","[15, 9, 5, 2]"
"['agent_Hoang', 'agent_Ann', 'agent_NA', 'agent_Hieuuu']","[16, 9, 9, 5]"
"['agent_Hieuuu', 'agent_Ann', 'agent_Hoang', 'agent_NhatMinh']","[17, 16, 15, 14]"
"['agent_Hieuuu', 'agent_Ann', 'agent_Phong', 'agent_Hoang']","[17, 8, 8, 7]"
"['agent_Hieuuu', 'agent_Ann', 'agent_Hoang', 'agent_random']","[16, 10, 8, 4]"
"['agent_Hoang', 'agent_Ann', 'agent_Hieuuu', 'agent_Thu_Trang']","[15, 12, 9, 7]"
"['agent_Ann', 'agent_TongMinh', 'agent_Hoang', 'agent_Hieuuu']","[16, 15, 11, 10]"
"['agent_Hoang', 'agent_Hieuuu', 'agent_Ann', 'agent_xung']","[19, 15, 14, 2]"
"['agent_Ann', 'agent_Hieuuu', 'agent_Hoang', 'Dat']","[19, 17, 8, 7]"
"['agent_Ann', 'agent_Hoang', 'agent_Hieuuu', 'longlee']","[17, 12, 10, 3]"
"['agent_Hoang', 'phi', 'agent_Ann', 'agent_Hieuuu']","[21, 10, 9, 8]"
"['agent_Hieuuu', 'Trang9PM_1905', 'agent_Ann', 'agent_Hoang']","[15, 10, 8, 6]"
"['agent_Ann', 'Trangold', 'agent_Hieuuu', 'agent_Hoang']","[18, 10, 9, 7]"
"['Viet_Anh', 'agent_Ann', 'agent_Hieuuu', 'agent_Hoang']","[16, 14, 14, 9]"
"['agent_Khanh', 'agent_HungThom', 'agent_Hieuuu', 'agent_Ann']","[15, 12, 11, 10]"
"['agent_Hieuuu', 'agent_HungThom', 'agent_Ann', 'agent_MA']","[15, 14, 12, 11]"
"['agent_NA', 'agent_Ann', 'agent_HungThom', 'agent_Hieuuu']","[15, 10, 6, 2]"
"['agent_Ann', 'agent_NhatMinh', 'agent_Hieuuu', 'agent_HungThom']","[15, 15, 14, 7]"
"['agent_Hieuuu', 'agent_HungThom', 'agent_Phong', 'agent_Ann']","[19, 14, 10, 7]"
"['agent_Hieuuu', 'agent_Ann', 'agent_HungThom', 'agent_random']","[17, 14, 9, 1]"
"['agent_Hieuuu', 'agent_Ann', 'agent_Thu_Trang', 'agent_HungThom']","[15, 11, 7, 6]"
"['agent_Ann', 'agent_HungThom', 'agent_Hieuuu', 'agent_TongMinh']","[16, 13, 9, 7]"
"['agent_Ann', 'agent_HungThom', 'agent_Hieuuu', 'agent_xung']","[19, 9, 7, 2]"
"['agent_Ann', 'agent_HungThom', 'agent_Hieuuu', 'Dat']","[17, 13, 4, 3]"
"['agent_Ann', 'agent_Hieuuu', 'agent_HungThom', 'longlee']","[16, 12, 8, 8]"
"['agent_Ann', 'agent_HungThom', 'agent_Hieuuu', 'phi']","[15, 9, 3, 3]"
"['agent_HungThom', 'agent_Hieuuu', 'agent_Ann', 'Trang9PM_1905']","[16, 13, 12, 8]"
"['agent_Ann', 'Trangold', 'agent_HungThom', 'agent_Hieuuu']","[17, 10, 8, 7]"
"['agent_Ann', 'agent_HungThom', 'agent_Hieuuu', 'Viet_Anh']","[18, 14, 12, 12]"
"['agent_Ann', 'agent_Hieuuu', 'agent_MA', 'agent_Khanh']","[18, 11, 8, 4]"
"['agent_Ann', 'agent_NA', 'agent_Khanh', 'agent_Hieuuu']","[18, 13, 5, 4]"
"['agent_Hieuuu', 'agent_NhatMinh', 'agent_Ann', 'agent_Khanh']","[17, 15, 13, 9]"
"['agent_Ann', 'agent_Phong', 'agent_Hieuuu', 'agent_Khanh']","[16, 11, 8, 5]"
"['agent_Ann', 'agent_Hieuuu', 'agent_Khanh', 'agent_random']","[15, 14, 11, 9]"
"['agent_Ann', 'agent_Hieuuu', 'agent_Thu_Trang', 'agent_Khanh']","[16, 5, 5, 3]"
"['agent_Hieuuu', 'agent_Ann', 'agent_Khanh', 'agent_TongMinh']","[20, 9, 7, 5]"
"['agent_Ann', 'agent_Hieuuu', 'agent_Khanh', 'agent_xung']","[16, 10, 4, 4]"
"['agent_Khanh', 'agent_Ann', 'agent_Hieuuu', 'Dat']","[15, 12, 10, 9]"
"['agent_Ann', 'agent_Hieuuu', 'agent_Khanh', 'longlee']","[19, 8, 4, 4]"
"['agent_Hieuuu', 'agent_Ann', 'agent_Khanh', 'phi']","[15, 14, 8, 6]"
"['agent_Ann', 'Trang9PM_1905', 'agent_Hieuuu', 'agent_Khanh']","[17, 11, 7, 3]"
"['agent_Hieuuu', 'Trangold', 'agent_Ann', 'agent_Khanh']","[15, 14, 10, 7]"
"['agent_Hieuuu', 'agent_Ann', 'Viet_Anh', 'agent_Khanh']","[16, 9, 6, 4]"
"['agent_Ann', 'agent_NA', 'agent_Hieuuu', 'agent_MA']","[15, 15, 12, 10]"
"['agent_Ann', 'agent_MA', 'agent_Hieuuu', 'agent_NhatMinh']","[18, 12, 8, 7]"
"['agent_Ann', 'agent_Hieuuu', 'agent_Phong', 'agent_MA']","[16, 13, 13, 12]"
"['agent_Ann', 'agent_MA', 'agent_Hieuuu', 'agent_random']","[15, 10, 2, 1]"
"['agent_Ann', 'agent_MA', 'agent_Hieuuu', 'agent_Thu_Trang']","[19, 13, 10, 9]"
"['agent_Ann', 'agent_MA', 'agent_TongMinh', 'agent_Hieuuu']","[18, 8, 7, 4]"
"['agent_xung', 'agent_Ann', 'agent_MA', 'agent_Hieuuu']","[15, 13, 7, 6]"
"['agent_Hieuuu', 'agent_MA', 'agent_Ann', 'Dat']","[15, 7, 6, 5]"
"['agent_Hieuuu', 'agent_MA', 'agent_Ann', 'longlee']","[15, 12, 11, 9]"
"['agent_Ann', 'phi', 'agent_MA', 'agent_Hieuuu']","[16, 10, 9, 8]"
"['agent_Ann', 'Trang9PM_1905', 'agent_MA', 'agent_Hieuuu']","[16, 11, 10, 5]"
"['agent_Hieuuu', 'agent_Ann', 'agent_MA', 'Trangold']","[16, 10, 8, 5]"
"['agent_Ann', 'Viet_Anh', 'agent_Hieuuu', 'agent_MA']","[15, 11, 6, 5]"
"['agent_Ann', 'agent_NhatMinh', 'agent_Hieuuu', 'agent_NA']","[16, 10, 9, 3]"
"['agent_NA', 'agent_Phong', 'agent_Ann', 'agent_Hieuuu']","[15, 11, 9, 9]"
"['agent_Ann', 'agent_NA', 'agent_Hieuuu', 'agent_random']","[15, 7, 4, 1]"
"['agent_Ann', 'agent_NA', 'agent_Hieuuu', 'agent_Thu_Trang']","[17, 11, 10, 9]"
"['agent_Ann', 'agent_NA', 'agent_Hieuuu', 'agent_TongMinh']","[16, 13, 11, 9]"
"['agent_Ann', 'agent_Hieuuu', 'agent_xung', 'agent_NA']","[15, 15, 15, 13]"
"['agent_NA', 'agent_Ann', 'agent_Hieuuu', 'Dat']","[16, 5, 5, 5]"
"['agent_NA', 'agent_Ann', 'agent_Hieuuu', 'longlee']","[15, 4, 3, 1]"
"['agent_NA', 'agent_Hieuuu', 'agent_Ann', 'phi']","[16, 12, 11, 6]"
"['agent_Ann', 'agent_Hieuuu', 'Trang9PM_1905', 'agent_NA']","[15, 13, 9, 7]"
"['agent_Hieuuu', 'agent_NA', 'Trangold', 'agent_Ann']","[15, 13, 12, 10]"
"['Viet_Anh', 'agent_NA', 'agent_Ann', 'agent_Hieuuu']","[15, 14, 2, 2]"
"['agent_Hieuuu', 'agent_Ann', 'agent_NhatMinh', 'agent_Phong']","[15, 12, 12, 12]"
"['agent_Ann', 'agent_Hieuuu', 'agent_NhatMinh', 'agent_random']","[16, 10, 9, 4]"
"['agent_Ann', 'agent_NhatMinh', 'agent_Thu_Trang', 'agent_Hieuuu']","[18, 11, 8, 3]"
"['agent_Ann', 'agent_TongMinh', 'agent_Hieuuu', 'agent_NhatMinh']","[15, 14, 11, 10]"
"['agent_Ann', 'agent_NhatMinh', 'agent_Hieuuu', 'agent_xung']","[17, 16, 15, 14]"
"['agent_Ann', 'agent_NhatMinh', 'agent_Hieuuu', 'Dat']","[15, 12, 7, 4]"
"['agent_Ann', 'agent_NhatMinh', 'agent_Hieuuu', 'longlee']","[16, 10, 5, 4]"
"['agent_NhatMinh', 'phi', 'agent_Ann', 'agent_Hieuuu']","[16, 14, 12, 8]"
"['agent_Ann', 'agent_NhatMinh', 'Trang9PM_1905', 'agent_Hieuuu']","[22, 9, 9, 6]"
"['Trangold', 'agent_Hieuuu', 'agent_Ann', 'agent_NhatMinh']","[19, 11, 7, 7]"
"['agent_NhatMinh', 'agent_Hieuuu', 'agent_Ann', 'Viet_Anh']","[17, 9, 7, 6]"
"['agent_Hieuuu', 'agent_Ann', 'agent_Phong', 'agent_random']","[15, 14, 12, 4]"
"['agent_Ann', 'agent_Phong', 'agent_Thu_Trang', 'agent_Hieuuu']","[18, 12, 7, 3]"
"['agent_Hieuuu', 'agent_TongMinh', 'agent_Phong', 'agent_Ann']","[16, 14, 11, 10]"
"['agent_Ann', 'agent_Phong', 'agent_xung', 'agent_Hieuuu']","[16, 7, 7, 3]"
"['agent_Ann', 'agent_Phong', 'agent_Hieuuu', 'Dat']","[20, 13, 12, 7]"
"['agent_Phong', 'agent_Hieuuu', 'agent_Ann', 'longlee']","[16, 10, 9, 8]"
"['agent_Hieuuu', 'agent_Phong', 'agent_Ann', 'phi']","[15, 12, 9, 4]"
"['agent_Ann', 'agent_Phong', 'Trang9PM_1905', 'agent_Hieuuu']","[20, 10, 10, 7]"
"['agent_Hieuuu', 'agent_Ann', 'Trangold', 'agent_Phong']","[19, 15, 13, 10]"
"['agent_Ann', 'agent_Phong', 'agent_Hieuuu', 'Viet_Anh']","[15, 11, 8, 4]"
"['agent_Ann', 'agent_Hieuuu', 'agent_Thu_Trang', 'agent_random']","[15, 14, 5, 3]"
"['agent_Ann', 'agent_random', 'agent_Hieuuu', 'agent_TongMinh']","[16, 5, 2, 1]"
"['agent_Hieuuu', 'agent_Ann', 'agent_xung', 'agent_random']","[16, 14, 4, 0]"
"['agent_Ann', 'Dat', 'agent_Hieuuu', 'agent_random']","[16, 8, 7, 3]"
"['agent_Hieuuu', 'agent_Ann', 'longlee', 'agent_random']","[15, 12, 6, 4]"
"['agent_Ann', 'phi', 'agent_Hieuuu', 'agent_random']","[18, 11, 5, 2]"
"['agent_Ann', 'Trang9PM_1905', 'agent_Hieuuu', 'agent_random']","[18, 9, 7, 0]"
"['agent_Ann', 'agent_Hieuuu', 'Trangold', 'agent_random']","[15, 15, 11, 3]"
"['agent_Hieuuu', 'agent_Ann', 'Viet_Anh', 'agent_random']","[15, 11, 3, 2]"
"['agent_Ann', 'agent_Thu_Trang', 'agent_Hieuuu', 'agent_TongMinh']","[15, 10, 8, 7]"
"['agent_Ann', 'agent_xung', 'agent_Thu_Trang', 'agent_Hieuuu']","[16, 10, 9, 3]"
"['agent_Ann', 'agent_Hieuuu', 'agent_Thu_Trang', 'Dat']","[16, 7, 7, 2]"
"['agent_Thu_Trang', 'agent_Hieuuu', 'agent_Ann', 'longlee']","[15, 10, 5, 0]"
"['phi', 'agent_Hieuuu', 'agent_Thu_Trang', 'agent_Ann']","[17, 13, 13, 11]"
"['agent_Ann', 'Trang9PM_1905', 'agent_Thu_Trang', 'agent_Hieuuu']","[19, 10, 7, 4]"
"['agent_Hieuuu', 'Trangold', 'agent_Thu_Trang', 'agent_Ann']","[18, 9, 7, 6]"
"['agent_Ann', 'agent_Hieuuu', 'Viet_Anh', 'agent_Thu_Trang']","[20, 10, 8, 6]"
"['agent_TongMinh', 'agent_Ann', 'agent_Hieuuu', 'agent_xung']","[16, 14, 13, 8]"
"['agent_Ann', 'agent_Hieuuu', 'agent_TongMinh', 'Dat']","[16, 14, 14, 5]"
"['agent_Ann', 'agent_Hieuuu', 'agent_TongMinh', 'longlee']","[19, 11, 9, 9]"
"['agent_Ann', 'agent_TongMinh', 'agent_Hieuuu', 'phi']","[17, 14, 11, 4]"
"['Trang9PM_1905', 'agent_Hieuuu', 'agent_TongMinh', 'agent_Ann']","[15, 14, 13, 7]"
"['agent_Hieuuu', 'agent_Ann', 'Trangold', 'agent_TongMinh']","[21, 16, 14, 8]"
"['agent_Ann', 'agent_Hieuuu', 'agent_TongMinh', 'Viet_Anh']","[16, 13, 11, 5]"
"['agent_Ann', 'agent_Hieuuu', 'Dat', 'agent_xung']","[19, 10, 8, 7]"
"['agent_Ann', 'agent_Hieuuu', 'agent_xung', 'longlee']","[19, 18, 4, 3]"
"['agent_Ann', 'agent_Hieuuu', 'agent_xung', 'phi']","[16, 13, 10, 8]"
"['agent_xung', 'agent_Ann', 'agent_Hieuuu', 'Trang9PM_1905']","[17, 12, 9, 9]"
"['agent_Ann', 'Trangold', 'agent_xung', 'agent_Hieuuu']","[16, 13, 10, 4]"
"['agent_Hieuuu', 'agent_Ann', 'agent_xung', 'Viet_Anh']","[21, 15, 12, 7]"
"['Dat', 'agent_Ann', 'longlee', 'agent_Hieuuu']","[16, 12, 12, 10]"
"['agent_Ann', 'agent_Hieuuu', 'phi', 'Dat']","[19, 12, 12, 9]"
"['agent_Hieuuu', 'agent_Ann', 'Trang9PM_1905', 'Dat']","[16, 14, 12, 5]"
"['agent_Hieuuu', 'agent_Ann', 'Trangold', 'Dat']","[22, 10, 8, 5]"
"['agent_Hieuuu', 'agent_Ann', 'Viet_Anh', 'Dat']","[18, 13, 12, 7]"
"['agent_Hieuuu', 'agent_Ann', 'phi', 'longlee']","[19, 16, 10, 5]"
"['longlee', 'agent_Hieuuu', 'agent_Ann', 'Trang9PM_1905']","[16, 13, 12, 9]"
"['agent_Ann', 'longlee', 'agent_Hieuuu', 'Trangold']","[17, 15, 13, 13]"
"['agent_Hieuuu', 'agent_Ann', 'Viet_Anh', 'longlee']","[16, 11, 4, 3]"
"['agent_Hieuuu', 'agent_Ann', 'Trang9PM_1905', 'phi']","[16, 11, 11, 6]"
"['agent_Ann', 'Trangold', 'agent_Hieuuu', 'phi']","[19, 15, 14, 9]"
"['phi', 'agent_Ann', 'Viet_Anh', 'agent_Hieuuu']","[15, 12, 9, 6]"
"['Trang9PM_1905', 'agent_Ann', 'Trangold', 'agent_Hieuuu']","[15, 10, 8, 2]"
"['agent_Ann', 'Trang9PM_1905', 'agent_Hieuuu', 'Viet_Anh']","[15, 9, 6, 5]"
"['agent_Ann', 'agent_Hieuuu', 'Trangold', 'Viet_Anh']","[16, 16, 10, 8]"
"['agent_HungThom', 'agent_Hoang', 'agent_Ann', 'agent_Khanh']","[15, 8, 6, 5]"
"['agent_Ann', 'agent_Hoang', 'agent_MA', 'agent_HungThom']","[16, 12, 12, 10]"
"['agent_HungThom', 'agent_NA', 'agent_Ann', 'agent_Hoang']","[15, 14, 12, 6]"
"['agent_Ann', 'agent_Hoang', 'agent_HungThom', 'agent_NhatMinh']","[19, 17, 11, 10]"
"['agent_Hoang', 'agent_Ann', 'agent_Phong', 'agent_HungThom']","[16, 14, 11, 9]"
"['agent_HungThom', 'agent_Hoang', 'agent_Ann', 'agent_random']","[15, 14, 8, 0]"
"['agent_Hoang', 'agent_HungThom', 'agent_Thu_Trang', 'agent_Ann']","[15, 11, 10, 7]"
"['agent_Ann', 'agent_Hoang', 'agent_TongMinh', 'agent_HungThom']","[16, 16, 9, 6]"
"['agent_Ann', 'agent_Hoang', 'agent_HungThom', 'agent_xung']","[15, 12, 6, 5]"
"['agent_Hoang', 'agent_Ann', 'agent_HungThom', 'Dat']","[15, 11, 7, 7]"
"['agent_HungThom', 'agent_Ann', 'longlee', 'agent_Hoang']","[16, 10, 10, 5]"
"['agent_Ann', 'agent_Hoang', 'agent_HungThom', 'phi']","[19, 8, 5, 2]"
"['agent_HungThom', 'agent_Hoang', 'agent_Ann', 'Trang9PM_1905']","[17, 9, 8, 8]"
"['agent_Hoang', 'agent_HungThom', 'agent_Ann', 'Trangold']","[17, 9, 7, 7]"
"['agent_Hoang', 'agent_Ann', 'Viet_Anh', 'agent_HungThom']","[18, 14, 9, 8]"
"['agent_Ann', 'agent_Hoang', 'agent_Khanh', 'agent_MA']","[16, 10, 9, 5]"
"['agent_Ann', 'agent_NA', 'agent_Hoang', 'agent_Khanh']","[18, 7, 5, 4]"
"['agent_Ann', 'agent_Hoang', 'agent_NhatMinh', 'agent_Khanh']","[16, 10, 10, 6]"
"['agent_Ann', 'agent_Hoang', 'agent_Phong', 'agent_Khanh']","[16, 10, 9, 1]"
"['agent_Ann', 'agent_Hoang', 'agent_Khanh', 'agent_random']","[18, 16, 13, 3]"
"['agent_Ann', 'agent_Hoang', 'agent_Thu_Trang', 'agent_Khanh']","[16, 16, 16, 6]"
"['agent_TongMinh', 'agent_Hoang', 'agent_Ann', 'agent_Khanh']","[18, 13, 11, 8]"
"['agent_Hoang', 'agent_xung', 'agent_Ann', 'agent_Khanh']","[15, 10, 9, 4]"
"['agent_Hoang', 'agent_Khanh', 'agent_Ann', 'Dat']","[16, 13, 12, 8]"
"['agent_Hoang', 'agent_Ann', 'longlee', 'agent_Khanh']","[16, 13, 8, 6]"
"['phi', 'agent_Ann', 'agent_Hoang', 'agent_Khanh']","[15, 14, 14, 10]"
"['agent_Ann', 'agent_Hoang', 'Trang9PM_1905', 'agent_Khanh']","[16, 12, 8, 1]"
"['agent_Ann', 'Trangold', 'agent_Hoang', 'agent_Khanh']","[17, 6, 5, 5]"
"['agent_Ann', 'agent_Hoang', 'agent_Khanh', 'Viet_Anh']","[15, 9, 7, 5]"
"['agent_NA', 'agent_MA', 'agent_Ann', 'agent_Hoang']","[15, 10, 8, 6]"
"['agent_Hoang', 'agent_Ann', 'agent_NhatMinh', 'agent_MA']","[16, 14, 9, 7]"
"['agent_Ann', 'agent_Hoang', 'agent_MA', 'agent_Phong']","[17, 11, 10, 10]"
"['agent_Hoang', 'agent_MA', 'agent_Ann', 'agent_random']","[15, 11, 7, 4]"
"['agent_Hoang', 'agent_Ann', 'agent_MA', 'agent_Thu_Trang']","[16, 13, 12, 12]"
"['agent_TongMinh', 'agent_Hoang', 'agent_Ann', 'agent_MA']","[15, 14, 11, 10]"
"['agent_Hoang', 'agent_Ann', 'agent_MA', 'agent_xung']","[15, 14, 13, 6]"
"['agent_Ann', 'agent_Hoang', 'agent_MA', 'Dat']","[16, 10, 8, 8]"
"['agent_Hoang', 'agent_MA', 'agent_Ann', 'longlee']","[15, 9, 7, 6]"
"['agent_Ann', 'phi', 'agent_MA', 'agent_Hoang']","[16, 16, 14, 13]"
"['agent_Hoang', 'agent_MA', 'Trang9PM_1905', 'agent_Ann']","[15, 13, 13, 9]"
"['agent_Hoang', 'agent_Ann', 'agent_MA', 'Trangold']","[23, 14, 12, 11]"
"['agent_Ann', 'agent_Hoang', 'agent_MA', 'Viet_Anh']","[18, 11, 9, 8]"
"['agent_Ann', 'agent_NA', 'agent_NhatMinh', 'agent_Hoang']","[18, 15, 10, 1]"
"['agent_Ann', 'agent_NA', 'agent_Hoang', 'agent_Phong']","[16, 12, 8, 6]"
"['agent_Ann', 'agent_NA', 'agent_Hoang', 'agent_random']","[18, 11, 9, 2]"
"['agent_Ann', 'agent_NA', 'agent_Hoang', 'agent_Thu_Trang']","[15, 10, 6, 6]"
"['agent_Ann', 'agent_NA', 'agent_TongMinh', 'agent_Hoang']","[15, 14, 10, 6]"
"['agent_Ann', 'agent_NA', 'agent_Hoang', 'agent_xung']","[17, 15, 6, 5]"
"['agent_NA', 'agent_Ann', 'agent_Hoang', 'Dat']","[15, 7, 6, 1]"
"['agent_Ann', 'agent_NA', 'agent_Hoang', 'longlee']","[16, 15, 14, 6]"
"['agent_NA', 'agent_Hoang', 'agent_Ann', 'phi']","[15, 13, 10, 5]"
"['agent_Ann', 'agent_NA', 'agent_Hoang', 'Trang9PM_1905']","[18, 11, 7, 4]"
"['agent_NA', 'agent_Hoang', 'agent_Ann', 'Trangold']","[15, 14, 10, 9]"
"['agent_Ann', 'agent_Hoang', 'agent_NA', 'Viet_Anh']","[20, 18, 13, 6]"
"['agent_NhatMinh', 'agent_Phong', 'agent_Ann', 'agent_Hoang']","[16, 10, 7, 5]"
"['agent_Ann', 'agent_Hoang', 'agent_random', 'agent_NhatMinh']","[17, 6, 3, 2]"
"['agent_Ann', 'agent_NhatMinh', 'agent_Thu_Trang', 'agent_Hoang']","[15, 9, 9, 7]"
"['agent_NhatMinh', 'agent_Ann', 'agent_Hoang', 'agent_TongMinh']","[19, 15, 14, 14]"
"['agent_xung', 'agent_NhatMinh', 'agent_Ann', 'agent_Hoang']","[15, 12, 9, 6]"
"['agent_Hoang', 'agent_NhatMinh', 'Dat', 'agent_Ann']","[15, 8, 3, 2]"
"['agent_Ann', 'agent_Hoang', 'agent_NhatMinh', 'longlee']","[16, 5, 4, 1]"
"['agent_NhatMinh', 'agent_Ann', 'agent_Hoang', 'phi']","[17, 7, 7, 7]"
"['agent_Hoang', 'agent_Ann', 'agent_NhatMinh', 'Trang9PM_1905']","[15, 12, 11, 11]"
"['Trangold', 'agent_Hoang', 'agent_Ann', 'agent_NhatMinh']","[16, 12, 10, 9]"
"['agent_Hoang', 'agent_Ann', 'agent_NhatMinh', 'Viet_Anh']","[15, 14, 11, 7]"
"['agent_Ann', 'agent_Hoang', 'agent_Phong', 'agent_random']","[17, 12, 11, 0]"
"['agent_Ann', 'agent_Thu_Trang', 'agent_Hoang', 'agent_Phong']","[15, 12, 7, 7]"
